EIN,NAME,STREET,CITY,STATE,ZIP,INCOME_AMT,ASSET_AMT
930386851,JEWISH FAMILY AND CHILD SERVICE,1221 SW YAMHILL ST STE 301,PORTLAND,OR,97205-2110,1635039,2609285
930517948,MICHELBOOK ESTATES INC,1301 NW MICHELBOOK LN,MCMINNVILLE,OR,97128-2822,1632006,2496308
593815980,MADRONE TRAIL INITIATIVE,3070 ROSS LN,CENTRAL POINT,OR,97502-1325,1630916,2094941
930773410,MERIDIAN PARK MEDICAL FOUNDATION,PO BOX 4484,PORTLAND,OR,97208-4484,1629648,11219469
20584357,TILLAMOOK ESTUARIES PARTNERSHIP,PO BOX 493,GARIBALDI,OR,97118-0493,1629366,637051
930144236,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,17230 NE SACRAMENTO ST NO 201,PORTLAND,OR,97230-5940,1622818,2745215
930384007,JUNIOR ACHIEVEMENT OF OREGON AND SW WASHINGTON INC,7830 SE FOSTER RD,PORTLAND,OR,97206-5140,1621814,3479965
930654269,DISTRICT 6 MANPOWER PROGRAM,760 NW HILL AVE,ROSEBURG,OR,97471-1671,1620938,1969738
237136446,CHILD EVANGELISM FELLOWSHIP INC,PO BOX 7297,SALEM,OR,97303-0061,1619125,835302
931230409,GREEN EMPOWERMENT,140 SW YAMHILL ST,PORTLAND,OR,97204-3007,1619009,1059679
208877231,OREGON TRANSLATIONAL RESEARCH ANDDRUG DEVELOPMENT INSTITUTE,4640 SW MACADAM AVE STE 250,PORTLAND,OR,97239-6485,1616831,4747634
320237828,GATEWAY TO COLLEGE NATIONAL NETWORK,529 SE GRAND AVE STE 300,PORTLAND,OR,97214-2232,1614119,1672347
930555518,MID-COLUMBIA COMMUNITY ACTION COUNCIL INC,312 E 4TH ST,THE DALLES,OR,97058-2208,1612900,1285855
931015598,HABITAT FOR HUMANITY INTERNATIONAL INC,1210 OAK PATCH RD,EUGENE,OR,97402-3252,1611787,2055115
931003193,TECHNOLOGY ASSOCIATION OF OREGON,123 NE 3RD AVE STE 210,PORTLAND,OR,97232-2992,1610220,1198008
931308095,THREE RIVERS CHARTER SCHOOL,2565 SW EK RD,WEST LINN,OR,97068-9728,1606611,4300397
810904009,OREGON MILITARY MUSEUM PROJECT,6200 SW VIRGINIA AVE STE 210,PORTLAND,OR,97239-3638,1605812,1708070
930197580,CHAMBER OF MEDFORD JACKSON COUNTY,101 E 8TH ST,MEDFORD,OR,97501-7201,1605085,575011
930935721,CLEAN RIVERS COOPERATIVE,200 SW MARKET ST STE L190,PORTLAND,OR,97201-5711,1604401,2655483
930372286,COLUMBIA RIVER YACHT CLUB CORP,37 NE TOMAHAWK ISLAND DR,PORTLAND,OR,97217-7933,1600033,2487557
911829147,TOWER THEATRE FOUNDATION INC,PO BOX 1378,BEND,OR,97709-1378,1598366,2785557
931331681,BEND INTERNATIONAL SCHOOL INC,63020 O B RILEY RD,BEND,OR,97703-8102,1598044,354941
204482612,SPRINGWATER ENVIRONMENTAL SCIENCESSCHOOL,16491 S SPRINGWATER RD,OREGON CITY,OR,97045-7407,1597032,2454741
930115033,INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS,11145 NE SANDY BLVD,PORTLAND,OR,97220-2555,1593586,2621505
930711337,OREGON 4-H FOUNDATION,119 BALLARD EXTENSION HALL,CORVALLIS,OR,97331-8538,1592678,16010473
930893185,OREGON STATE POLICE OFFICERS ASSOCIATION,PO BOX 12726,SALEM,OR,97309-0726,1584719,1350643
930395586,UNITED WAY OF THE MID-WILLAMETTE VALLEY,455 BLILER AVE NE,SALEM,OR,97301-5069,1583388,2748743
841726124,FOREST GROVE COMMUNITY SCHOOL,1914 PACIFIC AVE,FOREST GROVE,OR,97116-2326,1581120,2618287
262018413,MOLALLA RIVER ACADEMY,16897 S CALLAHAN RD,MOLALLA,OR,97038-8606,1579198,1442443
931258715,HAMILTON CONSTRUCTION COMPANY EMPLOYEE BENEFITS TRUST,PO BOX 659,SPRINGFIELD,OR,97477-0121,1577661,1152342
800440898,A RENAISSANCE SCHOOL OF ARTS AND SCIENCES,0234 SW BANCROFT ST,PORTLAND,OR,97239-4237,1576814,1047538
930823952,ABILITREE,2680 NE TWIN KNOLLS DRIVE SUITE 150,BEND,OR,97701-5048,1574895,518281
460987167,KAIROSPDX,PO BOX 12190,PORTLAND,OR,97212-0190,1568209,1073679
271916927,CLACKAMAS ACADEMY OF INDUSTRIAL SCIENCES,1306 12TH ST,OREGON CITY,OR,97045-2108,1568027,318895
943028590,LAKE OSWEGO SCHOOL DIST FOUNDATION INC,PO BOX 70,LAKE OSWEGO,OR,97034-0070,1564667,1011563
274764989,FORTH,1732 NW QUIMBY,PORTLAND,OR,97209-2568,1563150,805288
931025835,HABITAT FOR HUMANITY INTERNATIONAL INC,PO BOX 301,MCMINNVILLE,OR,97128-0301,1557160,2931523
930996918,F C PORTLAND SOCCER ACADEMY,8255 NE JACOBSON ST STE 300,HILLSBORO,OR,97124-9392,1556401,799796
473777643,FULL ACCESS HIGH DESERT,711 NE BUTLER MARKET RD,BEND,OR,97701-8083,1556177,1745733
930793059,FOOD SHARE OF LINCOLN COUNTY,535 NE 1ST ST,NEWPORT,OR,97365-2702,1555901,489003
202012406,NORTHWEST PROFESSIONAL DANCE PROJECT,PO BOX 42488,PORTLAND,OR,97242-0488,1553662,1311052
930776334,HISTORIC ELSINORE THEATRE INC,170 HIGH ST SE,SALEM,OR,97301-3608,1552768,3004307
593824209,CASCADE HEIGHTS CHARTER SCHOOL,15301 SE 92ND AVE,CLACKAMAS,OR,97015-9648,1550937,871149
237438503,WESTERN LANE COUNTY FOUNDATION,PO BOX 1589,FLORENCE,OR,97439-0103,1550502,6653122
930741999,MONTESSORI NORTHWEST,622 SE GRAND AVE,PORTLAND,OR,97214-2216,1545639,163826
930665804,DOMESTIC VIOLENCE RESOURCE CENTER INC,PO BOX 494,HILLSBORO,OR,97123-0494,1544817,546552
460716639,KLAMATH BASIN SENIOR CITIZENS CENTER INC,PO BOX JE,KLAMATH FALLS,OR,97602-1205,1530841,404913
930236781,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,4480 ROGUE VALLEY HWY STE 10,CENTRAL POINT,OR,97502-7005,1527144,752753
930457167,TILLAMOOK COUNTY FAMILY YOUNG MENS CHRISTIAN ASSOCIATION,610 STILLWELL AVE,TILLAMOOK,OR,97141-3752,1526146,3911567
930163290,EUGENE CHAMBER OF COMMERCE,1401 WILLAMETTE ST,EUGENE,OR,97401-4003,1524019,1403156
205237609,ERATH FAMILY FOUNDATION,345 NE 102ND AVE,PORTLAND,OR,97220-4108,1523158,3130119
930808743,HOSPICE OF REDMOND,732 SW 23RD ST,REDMOND,OR,97756-9400,1521854,5262772
460923905,YOUTH MUSIC PROJECT,2015 8TH AVE,WEST LINN,OR,97068-4605,1512206,829028
202738271,COTTONWOOD SCHOOL OF CIVICS AND SCIENCE,PO BOX 19816,PORTLAND,OR,97280-0816,1510417,1413028
930751507,TUALITY HEALTHCARE FOUNDATION,334 SE 8TH AVE,HILLSBORO,OR,97123-4201,1509522,7603682
930465079,BENTON COUNTY SCHOOLS CREDIT UNION,2101 NW PROFESSIONAL DR,CORVALLIS,OR,97330-3888,1495274,50833410
931092457,ELDERSERV INC,36070 PITTSBURG RD,ST HELENS,OR,97051-1169,1494564,1765265
931154155,ILLINOIS VALLEY 2010 COMMUNITY RESPONSE TEAM,PO BOX 1824,CAVE JUNCTION,OR,97523-1824,1490916,718647
931142558,AREA HEALTH EDUCATION CENTER OF SOUTHWEST OREGON,522 SE WASHINGTON AVE SUITE 138,ROSEBURG,OR,97470-4960,1490463,53038
320082786,FORWARD STRIDE,2839 SW DANIEL RD,BEAVERTON,OR,97007-0000,1485291,2024477
930881042,CHILDRENS LEARNING CENTER INC,650 NE A ST STE A,MADRAS,OR,97741-1800,1480515,1293067
20761530,REGIONAL DISTRICT COUNCIL VACATION TRUST FUND,3140 NE BROADWAY ST,PORTLAND,OR,97232-1813,1479720,1197571
237006873,OREGON REHABILITATION ASSOCIATION,2405 FRONT ST NE STE 150,SALEM,OR,97301-0860,1478278,5580424
931299601,VILLAGE FOCUS INTERNATIONAL,19511 S UPPER HIGHLAND RD,BEAVERCREEK,OR,97004-9701,1466916,62230
911821187,CRYSTAL PEAKS YOUTH RANCH CO,19344 INNES MARKET RD,BEND,OR,97703-8124,1466009,5910410
931001159,HOSANNA CHRISTIAN SCHOOL INC,5000 HOSANNA WAY,KLAMATH FALLS,OR,97603-8517,1460159,4582764
936012576,DESCHUTES UNITED WAY,PO BOX 5969,BEND,OR,97708-5969,1458896,748167
930796784,ECONOMIC DEVELOPMENT FOR CENTRAL OREGON,705 SW BONNETT WAY STE 1000,BEND,OR,97702-1046,1456238,651678
931329419,FULL ACCESS,1240 CHARNELTON ST,EUGENE,OR,97401-3430,1455822,1215293
262768979,COLLINS COMPANIES FOUNDATION,29100 SW TOWN CENTER LOOP W STE 300,WILSONVILLE,OR,97070-9315,1451989,5714563
931267972,GORDON ELWOOD FOUNDATION,670 SUPERIOR CT,MEDFORD,OR,97504-6174,1449751,10399391
946749856,JONAS FAMILY FOUNDATION TRUST,60355 SUNSET VIEW DR,BEND,OR,97702-8111,1449536,8858218
930896522,OPEN ADOPTION & FAMILY SERVICES INC,5200 SW MACADAM AVE STE 250,PORTLAND,OR,97239-3888,1447929,1147709
930322985,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,PO BOX 3048,SALEM,OR,97302-0048,1446284,3645815
930854605,JOSEPHINE COUNTY DEFENSE LAWYERS INC,215 SOUTHEAST SIXTH STREET,GRANTS PASS,OR,97526-2471,1443905,88773
743192567,MENNONITE SERVICES NORTHWEST,5353 COLUMBUS ST SE,ALBANY,OR,97322-7136,1437576,1820682
911824494,PIA SCHOOLS ASSOCIATION,2219 SE 68TH AVE AF GRAY RM300,PORTLAND,OR,97215-4026,1424167,256281
453812405,COMMUNITY LENDINGWORKS,212 MAIN ST,SPRINGFIELD,OR,97477-5370,1416959,3282046
800407220,ECODISTRICTS,1028 SE WATER AVE STE 210,PORTLAND,OR,97214-2186,1416009,402572
450501163,CITY VIEW CHARTER SCHOOL,PO BOX 1808,HILLSBORO,OR,97123-1808,1414316,642978
453632278,HDMI FORUM INC,3855 SW 153RD DR,BEAVERTON,OR,97003-5105,1414120,3738261
931020969,WILLAMETTE MANOR INC,176 WEST C STREET,LEBANON,OR,97355-3193,1413611,1864014
930702098,OREGON ASSOCIATION OF WATER UTILITIES INC,935 N MAIN STREET,INDEPENDENCE,OR,97351-2508,1411899,1041695
263458029,NORTHWEST MOTHERS MILK BANK,417 SW 117TH AVE STE 105,PORTLAND,OR,97225-5924,1411488,747700
930855897,OREGON STATE PUBLIC INTEREST RESEARCH GROUP CITIZEN LOBBY,1536 SE 11TH AVE,PORTLAND,OR,97214-4701,1408981,8617112
930763150,WALDORF EDUCATION ASSOCIATION OF,1350 MCLEAN BLVD,EUGENE,OR,97405-1998,1407630,1689554
930338826,OPERATIVE PLASTERERS & CEMENT MASONS INTERNATIONAL ASSOCIATION,12812 NE MARX ST,PORTLAND,OR,97230-1067,1407049,1836746
931012686,THE MENTAL HEALTH ASSOCIATION OF OREGON,10373 NE HANCOCK ST STE 106,PORTLAND,OR,97220-3894,1399810,317905
943079497,JACKSON COUNTY CHILD ABUSE TASK FORCE,816 W 10TH ST,MEDFORD,OR,97501-3016,1398927,1790053
930605471,OREGON TRIAL LAWYERS ASSOCIATION,319 SW WASHINGTON ST STE 607,PORTLAND,OR,97204-2619,1395728,819275
710916277,NORTHWEST REQUIREMENTS UTILITIES,825 NE MULTNOMAH ST STE 1135,PORTLAND,OR,97232-2170,1394948,537652
203372393,PHOENIX SCHOOL,3131 NE DIAMOND LAKE BLVD,ROSEBURG,OR,97470-3632,1393923,177897
581845413,JAMES R KUSE FAMILY FOUNDATION,PO BOX 8989,PORTLAND,OR,97207-8989,1393423,5090974
930817907,SUNRIVER NATURE CENTER & OBSERVATORY INC,PO BOX 3533,SUNRIVER,OR,97707-0533,1389679,2015545
931327944,P EAR,338 NW 6TH AVE,PORTLAND,OR,97209-3611,1389397,1420809
943240970,BARNES-ALLISON LABOR MANAGEMENT COOPERATION,1220 SW MORRISON ST STE 300,PORTLAND,OR,97205-2299,1388571,1952176
931191941,MERRILL FAMILY FOUNDATION INC,17952 SW PARRISH LN,SHERWOOD,OR,97140-8857,1379580,5246037
930829653,GOSPEL RESCUE MISSION OF GRANTS PASS,PO BOX 190,GRANTS PASS,OR,97528-0015,1374893,5833787
931255989,WALLA WALLA WATERSHED FOUNDATION,PO BOX 68,MILTON FRWTR,OR,97862-0068,1373869,255478
930919656,ABILITIES AT WORK,134 SE 5TH AVE STE D,HILLSBORO,OR,97123-4095,1370381,810513
931202044,PATH MINISTRIES INTERNATIONAL,PO BOX 7931,BEND,OR,97708-7931,1368193,511712
930574857,CORVALLIS COMMUNITY CHILDRENS CENTERS INC,3285 NE OXFORD CIR,CORVALLIS,OR,97330-4095,1365201,718290
931258032,NEW DREAM FAMILY CENTER,1295 W 18TH AVE,EUGENE,OR,97402-3943,1363792,368809
510157168,OREGON STATE SNOWMOBILE ASSOCIATION,PO BOX 435,LA PINE,OR,97739-0435,1363531,2642595
931222522,FOLK-TIME INC,232 SE 80TH AVE,PORTLAND,OR,97215-1524,1362777,247768
930864239,MCKENZIE PERSONNEL SYSTEMS,315 5TH ST,SPRINGFIELD,OR,97477-4644,1359831,2231679
943101015,PENDLETON ROUND-UP FOUNDATION,PO BOX 271,PENDLETON,OR,97801-0271,1359516,15664462
272831197,KARUNA FOUNDATION,3514 N VANCOUVER AVE STE 320,PORTLAND,OR,97227-2026,1359183,21385174
930634959,AGC INTERNATIONAL UNION OF OPRTNG ENGNRS 701 TRNG TRUST FUND,PO BOX 85,GLADSTONE,OR,97027-0085,1355605,6228176
931326797,THE FREDERICK D & GAIL Y JUBITZ FOUNDATION,33 NE MIDDLEFIELD RD,PORTLAND,OR,97211-1233,1353829,1948808
931180331,KINSHIP HOUSE,1823 NE 8TH AVE,PORTLAND,OR,97212-3907,1350580,662483
930851068,FAMILY DEVELOPMENT CENTER,300 JERRYS DR,ROSEBURG,OR,97470-1132,1347113,1515007
931162366,DEATH WITH DIGNITY NATIONAL CENTER,520 SW 6TH AVE STE 1220,PORTLAND,OR,97204-1510,1346634,965332
931141508,HABITAT FOR HUMANITY INTERNATIONAL INC,PO BOX 118,NEWBERG,OR,97132-0118,1345077,2506207
930816161,BOYS & GIRLS CLUB OF SOUTHWESTERN OREGON,PO BOX 1082,COOS BAY,OR,97420-0232,1342711,4411536
510510512,BUILDING HEALTHY FAMILIES,207 NE PARK ST,ENTERPRISE,OR,97828-1138,1339649,490027
930805594,INTERNATIONAL SUMMERSTAYS,620 SW 5TH AVE STE 625,PORTLAND,OR,97204-1421,1338674,230024
931149996,PORTLAND GARDEN CLUB FOUNDATION,1132 SW VISTA AVE,PORTLAND,OR,97205-1172,1337815,3300271
930213268,WILLAMETTE MEMORIAL PARK,PO BOX 585,ALBANY,OR,97321-0180,1337784,1808824
471948283,CLACKAMAS COUNTY SHERIFFS OFFICE INDEPENDENT RETIREMENT MEDICAL TRU,PO BOX 4148,PORTLAND,OR,97208-4148,1337491,4331294
930565516,ROGUE VALLEY SYMPHONY ASSOCIATION,1875 HIGHWAY 99 N SUITE 7/DOOR D,ASHLAND,OR,97520-9120,1335574,2528648
452303537,PEOPLE SUSTAINING KINGS VALLEY,38840 KINGS VALLEY HWY,PHILOMATH,OR,97370-9750,1331733,68209
930196935,IRVINGTON CLUB,2131 NE THOMPSON ST,PORTLAND,OR,97212-4627,1330157,3005066
931269503,JACKSON STREET YOUTH SHELTER INC,PO BOX 285,CORVALLIS,OR,97339-0285,1328086,867023
431956560,COMMUNICATIONS ACCESS COOPERATIVE HOLDING ENTERPRISE,PO BOX 125,ODELL,OR,97044-0125,1325925,1406733
930969053,TROUT CREEK BIBLE CAMP INC,38105 SE GORDON CREEK RD,CORBETT,OR,97019-9756,1323724,2844842
931176721,THE OREGON LEAGUE OF CONSERVATION VOTERS,133 SW 2ND AVE STE 200,PORTLAND,OR,97204-3524,1322823,97339
930493441,COMMUNITY MUSIC CENTER,3350 SE FRANCIS ST,PORTLAND,OR,97202-3066,1322198,2361208
930718181,LAPINE LODGE NO 2093 LOYAL ORDER OF MOOSE,PO BOX 776,LA PINE,OR,97739-0776,1320616,573168
911788798,BOYS & GIRLS CLUB OF THE UMPQUA VALLEY,1144 NE CEDAR ST,ROSEBURG,OR,97470-5143,1318920,3879344
936031995,SMACNA COLUMBIA CHAPTER,4380 SW MACADAM AVE STE 580,PORTLAND,OR,97239-6431,1310365,893171
931186407,DESCHUTES BASIN LAND TRUST,210 NW IRVING,BEND,OR,97703-2049,1308364,15055085
800518146,WOODLAND CHARTER SCHOOL,PO BOX 740,MURPHY,OR,97533-0740,1306909,1000273
201627314,WESTWIND STEWARDSHIP GROUP,PO BOX 13070,PORTLAND,OR,97213-0070,1305433,4012693
930957932,ASSOCIATION FOR THE TREATMENT OF SEXUAL ABUSERS INC,4900 SW GRIFFITH DR BLDG 1,BEAVERTON,OR,97005-5607,1304822,1214216
930422242,MT HOOD KIWANIS CAMP INC,10725 SW BARBUR BLVD STE 50,PORTLAND,OR,97219-8673,1302403,3230992
931103293,N K MURPHY EDUCATION CORPORATION,116 NE 29TH AVE,PORTLAND,OR,97232-3202,1301914,2381303
930919339,MARYLHURST EARLY CHILDHOOD CENTER INCORPORATED,1232 LINN AVE,OREGON CITY,OR,97045-3637,1295863,1178147
460511855,EDUCATIONAL MINISTRIES INC,3333 NE 8TH ST,GRESHAM,OR,97030-4703,1294743,2243613
931032897,MAINSTREAM HOUSING INC,180 E 18TH AVE,EUGENE,OR,97401-4160,1294351,10160512
204643206,HOPEXCHANGE INC,408 N 3RD AVE,STAYTON,OR,97383-1728,1292964,485276
930466026,EUGENE CHRISTIAN SCHOOL,2895 CHAD DR,EUGENE,OR,97408-7425,1289404,4882387
463995696,UNITED ACADEMICS UNIVERSITY OF OREGON,872 E 13TH AVE,EUGENE,OR,97401-3742,1287516,560992
262304524,COMPASSION CONNECT,12135 SE LINCOLN ST,PORTLAND,OR,97216-4064,1286906,898013
930669357,MALHEUR COUNCIL ON AGING AND COMMUNITY SERVICES,PO BOX 937,ONTARIO,OR,97914-0937,1285351,1074454
930884244,OREGON BUSINESS COUNCIL,1100 SW 6TH AVE STE 1608,PORTLAND,OR,97204-1017,1283883,274736
113663044,ART 4 LIFE,3405 SW NAITO PKWY,PORTLAND,OR,97239-4624,1282649,276498
943027910,SINGER FOUNDATION,457 SPYGLASS DR,EUGENE,OR,97401-2091,1281824,3975264
931320051,WILDCAT RIDGE SANCTUARY,21389 HAZELNUT RIDGE RD,SCOTTS MILLS,OR,97375-9645,1279981,966308
930428566,GREATER DOUGLAS UNITED WAY,PO BOX 2329,ROSEBURG,OR,97470-0462,1279748,992978
237137120,BRING RECYCLING,4446 FRANKLIN BLVD,EUGENE,OR,97403-2437,1276710,3044665
453724787,SHOREPINES BAY VILLAGE PROPERTIES INC,1695 OCEAN BLVD NW,COOS BAY,OR,97420-4719,1272482,7219966
931250115,DRESS FOR SUCCESS OF OREGON INC,1532 NE 37TH AVENUE SUITE B,PORTLAND,OR,97232-1844,1270547,530234
931306035,MY FATHERS HOUSE A COMMUNITY SHELTER INC,PO BOX 1147,GRESHAM,OR,97030-0245,1269887,4518049
264836268,DIAL A BUS INC,4077 SW RESEARCH WAY,CORVALLIS,OR,97333-1065,1269458,532470
562650476,BAG AND BAGGAGE PRODUCTIONS,350 E MAIN ST,HILLSBORO,OR,97123-4035,1263747,2174286
943360737,B-WORD WORLDWIDE,4930 NE 29TH AVE,PORTLAND,OR,97211-6361,1261918,180031
930697099,RESTORE OREGON INC,1130 SW MORRISON ST STE 318,PORTLAND,OR,97205-2214,1257256,1114052
931246605,COMMUNITY TRANSITIONAL SCHOOL,6601 NE KILLINGSWORTH ST,PORTLAND,OR,97218-3068,1251989,6409575
930792125,CENTER AGAINST RAPE AND DOMESTIC VIOLENCE,PO BOX 914,CORVALLIS,OR,97339-0914,1250396,1826134
930952207,NEW HOPE CHRISTIAN SCHOOLS INC,5961 NEW HOPE RD,GRANTS PASS,OR,97527-8944,1249760,1250774
930790440,SPECIALIZED HOUSING INCORPORATED,4140 SW 109TH AVE,BEAVERTON,OR,97005-3029,1248671,9870531
911859494,MIDDLETON GLEN INC,1 W MAIN ST STE 303,MEDFORD,OR,97501-2796,1246189,9535868
931330504,THE HOWARD STREET CHARTER SCHOOL,710 HOWARD ST SE,SALEM,OR,97302-3027,1244441,595273
930633945,OREGON REFUSE AND RECYCLING ASSOCIATION,PO BOX 2186,SALEM,OR,97308-2186,1244188,640607
931155569,COBB STREET CHILDREN LEARNING CENTER,1281 NE WALNUT ST,ROSEBURG,OR,97470-5126,1244068,672833
352421535,TIGER PRESERVATION CENTER,PO BOX 2445,CAVE JUNCTION,OR,97523-2445,1242512,259432
930843878,MT HOOD SKI EDUCATION FOUNDATION INC,PO BOX 189,GOVERNMENT CP,OR,97028-0189,1240945,326745
930169132,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,1125 SE MADISON ST STE 206,PORTLAND,OR,97214-3600,1234164,929357
931309725,SCIENCEWORKS HANDS-ON MUSEUM,1500 E MAIN ST,ASHLAND,OR,97520-1312,1233780,1578235
930390848,NORTHWEST LINE CONSTRUCTORS NECA,6162 NE 80TH AVE,PORTLAND,OR,97218-4009,1233118,1625320
141846714,BEND SCIENCE STATION,1500 SW CHANDLER AVE,BEND,OR,97702-3237,1226560,2279183
930749483,DOMESTIC VIOLENCE SERVICES INC,PO BOX 152,PENDLETON,OR,97801-0152,1226501,1182048
931264938,OREGON MASONIC CHARITABLE FOUNDATION INC,2150 MASONIC WAY,FOREST GROVE,OR,97116-2020,1225223,1028892
203741107,HEALTH IN HARMONY INC,3804 SE BELMONT ST,PORTLAND,OR,97214-4330,1225035,427823
300030212,IMPLEMENTATION SCIENCES INTERNATIONAL INC,10 SHELTON MCMURPHEY BLVD,EUGENE,OR,97401-4928,1217861,633193
320288058,IRON TRIBE NETWORK INC,17763 SE 82ND DR STE A,GLADSTONE,OR,97027-1822,1215969,294249
202427855,MEDERI FOUNDATION,478 RUSSELL ST STE 103,ASHLAND,OR,97520-7337,1212433,573504
542073930,GIRLS INC OF THE PACIFIC NORTHWEST,4800 SW MACADAM AVENUE,PORTLAND,OR,97239-3925,1211391,992541
208049182,TRANSFORMATIONS WELLNESS CENTER,3647 HIGHWAY 39,KLAMATH FALLS,OR,97603-2612,1208926,1106014
930887557,YOUTH GUIDANCE PROPERTIES,1001 MOLALLA AVE STE 118,OREGON CITY,OR,97045-3753,1205619,984663
911786717,DAREN LINDLEY MINISTRIES INC,4074 NW 169TH AVE,BEAVERTON,OR,97006-5206,1205170,8151
931283107,BODYVOX INC,1201 NW 17TH AVE,PORTLAND,OR,97209-2404,1205169,449828
930823471,SALEM HEALTH HOSPITALS AND CLINICS,890 OAK ST SE,SALEM,OR,97301-3905,1201798,4898310
930421613,SALEM ART ASSOCIATION,600 MISSION ST SE,SALEM,OR,97302-6203,1201329,784588
930927305,DECISION SCIENCE RESEARCH INSTITUTE INC,1201 OAK ST STE 200,EUGENE,OR,97401-3515,1199787,513110
930642086,1000 FRIENDS OF OREGON,133 SW 2ND AVE STE 201,PORTLAND,OR,97204-3524,1197415,3587786
930519716,CRATER LAKE NATURAL HISTORY ASSOCIATION INCORPORATED,PO BOX 157,CRATER LAKE,OR,97604-0157,1196949,801095
930262360,REAMES GOLF & COUNTRY CLUB,4201 HIGHWAY 97 S,KLAMATH FALLS,OR,97603-9526,1196351,1861104
237283223,AMERICAN FEDERATION OF TEACHERS,PO BOX 19389,PORTLAND,OR,97280-0389,1194476,589337
465544340,REGIONAL ACCELERATOR & INNOVATION NETWORK,942 OLIVE ST,EUGENE,OR,97401-3026,1194196,74202
931009329,OREGON BIOTECHNOLOGY ASSOCIATION,2828 SW CORBETT AVE STE 113,PORTLAND,OR,97201-4811,1192129,445100
930803423,WINDSOR PLACE INC,3009 WINDSOR AVE NE,SALEM,OR,97301-1765,1187735,2124887
911838169,CLACKAMAS RIVER BASIN COUNCIL,5427 GLEN ECHO AVENUE,GLADSTONE,OR,97027-2627,1185370,562190
930579649,INN HOME FOR BOYS,10570 SE WASHINGTON ST,PORTLAND,OR,97216-2846,1183493,1342233
931078791,HABITAT FOR HUMANITY INTERNATIONAL INC,PO BOX 806,FOREST GROVE,OR,97116-0806,1183444,3489841
270646992,PONGO FUND,PO BOX 8244,PORTLAND,OR,97207-8244,1177697,2106272
205686374,BLACK PARENT INITIATIVE,PO BOX 12350,PORTLAND,OR,97212-0350,1176094,628738
911779425,HILLSBORO SCHOOLS FOUNDATION,5193 NE ELAM YOUNG PARKWAY,HILLSBORO,OR,97124-6680,1169354,1040614
274821123,RIVERS EDGE ACADEMY CHARTER SCHOOL,270 W EVANS CREEK RD,ROGUE RIVER,OR,97537-4683,1167407,452212
931029893,HEAT OREGON,1020 SW TAYLOR ST STE 620,PORTLAND,OR,97205-2506,1165057,1550586
930188235,THE GREATER HILLSBORO AREA CHAMBER OF COMMERCE,5193 NE ELAM YOUNG PKWY STE A,HILLSBORO,OR,97124-6680,1164040,803182
930905013,PARKINSONS RESOURCES OF OREGON,8880 SW NIMBUS AVE STE B,BEAVERTON,OR,97008-7111,1161729,2549290
943125475,ETERNAL PERSPECTIVE MINISTRIES,39085 PIONEER BLVD STE 206,SANDY,OR,97055-8062,1161713,581295
950934065,BAY AREA ENTERPRISES INC,PO BOX 1376,COOS BAY,OR,97420-0328,1155287,349399
830433165,SALMON CREEK HOSPITAL FOUNDATION,PO BOX 4484,PORTLAND,OR,97208-4484,1153301,2496234
936021333,AUTZEN FOUNDATION,PO BOX 3709,PORTLAND,OR,97208-3709,1153183,8275872
930803583,BEREAN CALL,910 SE WILSON AVE STE B2,BEND,OR,97702-4400,1150174,674777
202305808,DIVERSIFIED ABILITIES,14480 SE CARMICHAEL CT,HAPPY VALLEY,OR,97086-5782,1149530,114585
272245059,BARBARA EMILY KNUDSON FOUNDATION,694 HIGH ST NE,SALEM,OR,97301-2438,1146761,5127285
930115140,ASHLAND CHAMBER OF COMMERCE INC,PO BOX 1360,ASHLAND,OR,97520-0046,1146461,276331
931101422,EASTSIDE TIMBERS,510 NE ROBERTS AVE STE 200,GRESHAM,OR,97030-7484,1145982,507105
911826399,OREGON COAST VISITORS ASSOCIATION INC,PO BOX 940,TILLAMOOK,OR,97141-0940,1142898,218833
931326007,NORTHEAST UNITED SOCCER CLUB,10831 SW CASCADE AVE,TIGARD,OR,97223-4203,1138273,297876
237220421,TUALATIN HILLS SWIM CLUB,16055 SW WALKER RD PMB 152,BEAVERTON,OR,97006-4942,1131553,206295
911815618,RENEWABLE NORTHWEST PROJECT,421 SW 6TH AVE STE 975,PORTLAND,OR,97204-1625,1128643,1564837
472609004,DENTAL3,7420 SW HUNZIKER RD STE F,TIGARD,OR,97223-8242,1122151,499488
680517512,LEUPOLD & STEVENS FOUNDATION,3250 WEMBLEY PARK RD,LAKE OSWEGO,OR,97034-2640,1120918,1813991
237334851,NATIONAL ACADEMY OF ARTISTIC GYMNASTICS,1205 OAK PATCH RD,EUGENE,OR,97402-3223,1120856,307118
930763605,CENTRAL OREGON HOME BUILDERS ASSN INC,1051 NE 4TH ST,BEND,OR,97701-4536,1118408,675025
931258857,GUIDANCE FOUNDATION,1300 SW 5TH AVE STE 2400,PORTLAND,OR,97201-5610,1114331,759228
930723482,THE FAMILY CENTER,2250 PATTERSON ST,EUGENE,OR,97405-2984,1109453,172569
