period,ein,object_id,taxpayer_name,name,business_name1,business_name2,title,org_comp,related_comp
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,DAVID LONG MD,,,PHYSICIAN,397804,0
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Butler David,,,President/CEO,,475429
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Carmen Robert,,,Former Dir/Chair,,366668
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Dickinson Charles,,,Director,,271636
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Gerken Brittany,,,Physician,401237,
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Jobe Meredith,,,Secretary,,651908
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Kaba David,,,Physician,540425,
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Lafleur Brett,,,Physician,625743,
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Larson Walter,,,AstSy/CFO/VPFin,,297792
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Mitchell Brandon,,,Physician,501979,
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Newmyer Joyce,,,President Pacific Northwest Reg,,889035
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Reiner Scott,,,Dir/Chair,,1997807
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Saxon Kathleen,,,VP/CNO,,231101
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Seufert Regina,,,VP Physician/Clinic Svcs,,219564
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Soans Robert,,,"Director, PA",401299,
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Wagner Jack,,,Asst Secretary,,1159531
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Wehtje Rodney,,,Former Asst Treas,,430266
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Welch Donald,,,Regional CFO,,496516
201612,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,Wing Bill,,,Dir/VCh/AsstSec,,1557410
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,Harold Geller,,President / TRUSTEE,369873,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,MICHAEL BRUNSMAN MD,,Trustee / Chief of medical staff through 12/31/16,375683,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,JOHN MCBEE MD,,Trustee/ Chief of Medical Staff beginning 1/1/17,165500,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,Ketul Patel,,ex-officio Trustee,0,1799924
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,Scot Attridge,,VP - Operational Finance,0,184052
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,JANEEN REDING,,MKT VP HUMAN RESOURCES,181839,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,JOYCE BAILEY,,VP-PATIENT CARE SERVICES,229044,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,Cynthia Shaw,,VP of Quality Management,158758,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,WILLIAM BELL MD,,Physician,708172,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,NANCY BROWN,,CRNA,258947,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,Amber Pederson,,CRNA,249108,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,JOHN POZAR,,CRNA,247186,0
201706,930391614,201821309349304272,ST ANTHONY HOSPITAL,,MALCOLM TOWNSLEY MD PHD,,PHYSICIAN-INTERNAL MED-GENERAL,302840,0
201612,931046399,201703149349301920,OCF JOSEPH E WESTON PUBLIC FOUNDATION,,MAX WILLIAMS,,TRUSTEE,0,412986
201612,931046399,201703149349301920,OCF JOSEPH E WESTON PUBLIC FOUNDATION,,ELIZABETH CAREY,,ASST. SECRETARY /TREASURER,0,232464
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,KENNETH HART,,,TRUSTEE; PRESIDENT AS OF 1/17,189687,0
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,MICHAEL HOLPER,,,TRUSTEE; TRINITY SVP INTEG/AUDIT SVC,0,644897
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,RODNEY REIDER,,,TRUSTEE; SAHS PRESIDENT AND CEO,0,890971
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,STEPHANIE WESTERMEIER,,,SECRETARY; SAHS VP & GENERAL COUNSEL,0,397504
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,JEAN BASOM,,,REGIONAL DIRECTOR SUPPLY CHAIN,0,196303
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,KARL KEELER,,,PRESIDENT THRU 1/17,0,598149
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,JAMES LEDERER MD,,,SAHS CMO/CHIEF QUALITY OFFICER,0,521810
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,ROBERT MAIRS MD,,,PHYSICIAN,607812,0
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,PAMELA BRUCE MD,,,SURGEON,507361,0
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,FRANK SPOKAS MD,,,SURGEON,339754,0
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,MICHAEL HOILIEN DO,,,PHYSICIAN,321538,0
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,JOSH LEAVITT DO,,,PHYSICIAN,253070,0
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,SALLY JEFFCOAT,,,FORMER OFFICER; TRINITY HEALTH EVP,0,1438083
201706,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,BLAINE PETERSEN,,,FORMER OFFICER; LOYOLA UNIV. CFO,0,777843
201706,930785786,201810099349301011,OREGON FOOD BANK INC,SUSANNAH MORGAN,,,CHIEF EXECUTIVE OFFICER,184961,0
201612,930251640,201713199349317556,ADVANTIS CREDIT UNION,Robert Corwin,,,CEO/President,544741,0
201612,930251640,201713199349317556,ADVANTIS CREDIT UNION,Timothy J Clouse,,,SVP/Chief Innovation Officer,236782,0
201612,930251640,201713199349317556,ADVANTIS CREDIT UNION,Wendy G Edwards,,,SVP/Chief Administrative Officer,264396,0
201612,930251640,201713199349317556,ADVANTIS CREDIT UNION,S Griffith O'Brien,,,SVP/Chief Membership Officer,223184,0
201612,930251640,201713199349317556,ADVANTIS CREDIT UNION,Keli Myers,,,SVP/Chief Credit Officer,198447,0
201612,930251640,201713199349317556,ADVANTIS CREDIT UNION,Laurie S Wilson,,,SVP/Chief Financial Officer,259790,0
201612,930251640,201713199349317556,ADVANTIS CREDIT UNION,Matthew Russell,,,Financial Advisor - Licensed,304375,0
201612,930251640,201713199349317556,ADVANTIS CREDIT UNION,Alaina C Baldwin,,,Mortgage Loan Officer - Commissioned,165902,0
201612,930251640,201713199349317556,ADVANTIS CREDIT UNION,Jeri C Maher,,,Mortgage Loan Officer - Commissioned,390464,0
201706,930770054,201841359349311214,CASCADIA BEHAVIORAL HEALTHCARE,Derald Walker PhD,,,CEO,221239,0
201706,930770054,201841359349311214,CASCADIA BEHAVIORAL HEALTHCARE,JAMES CONOUR MD,,,Program Medical Director,238714,0
201706,930770054,201841359349311214,CASCADIA BEHAVIORAL HEALTHCARE,Patricia Gardner MD,,,Program Medical Director,226900,0
201706,930770054,201841359349311214,CASCADIA BEHAVIORAL HEALTHCARE,Neil Falk MD,,,Associate Director,196515,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,CHRISTIAN HILL,,,ASSOC MED DIR,203342,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,CHRISTINE HICKS,,,PHARMACY DIRECTOR,172081,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,GILLES MUNOZ,,,CEO,157688,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,LAURA BYERLY,,,CO-MED DIRECTOR,237087,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,LISA BOZZETTI,,,DENTAL DIRECTOR,190560,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,GEOFFREY CARDEN,,,TEACHING HEALTH CTR PROG D,233981,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,KELLY CRAWFORD,,,PHYSICIAN,189421,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,MARGO PIPHER,,,PHYSICIAN,195537,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,KATHRYN MENNINGER,,,PHYSICIAN,189627,0
201703,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,JOHN GUERREIRO,,,PHYSICIAN,177400,0
201709,930878944,201811389349300236,MEDICAL TEAMS INTERNATIONAL,PAMELA S BLIKSTAD,,,VP/CFO,182647,
201709,930878944,201811389349300236,MEDICAL TEAMS INTERNATIONAL,JON BEIGHLE,,,VP MARKETING & DEV.,186719,
201709,930878944,201811389349300236,MEDICAL TEAMS INTERNATIONAL,DOUG FOUNTAIN,,,VP STRATEGY & IMPACT,159503,
201709,930878944,201811389349300236,MEDICAL TEAMS INTERNATIONAL,JOSEPH DICARLO,,,GLOBAL AMBASSADOR,156168,
201612,930591240,201743189349312519,OREGON CHILD DEVELOPMENT COALITION,DONALD L HORSEMAN,,,FINANCE DIR.,152967,
201612,930591240,201743189349312519,OREGON CHILD DEVELOPMENT COALITION,DONALDA DODSON,,,EXECUTIVE DIR.,168808,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,Aaron Beldner,,,CIO,244882,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,Bill Woods,,,Former CLO,323234,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,John Iglesias,,,CEO,992154,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,Jon Mainard,,,Dir Invest Svcs,152953,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,Kate Gardner Lange,,,Sr. Invest. Svcs,158409,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,Melissa Vigil,,,COO,264799,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,Michael Hoagland,,,Dir Risk Mgmt,153798,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,Paul Stednitz,,,CMDO,148908,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,Qing Lu,,,CFO,228903,
201712,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,Russell Bernardo,,,CLO,183555,
201706,930579589,201811179349300806,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,DANA A BRANER,,,DIRECTOR,0,492373
201706,930579589,201811179349300806,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,DR JOSEPH E ROBERTSON,,,DIRECTOR,0,1664506
201706,930579589,201811179349300806,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,L KEITH TODD,,,PRESIDENT,0,843289
201706,930579589,201811179349300806,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,MARY TURINA,,,VICE PRESIDENT,0,398680
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,SCOTT NELSON MD,,,CHAIRMAN,786504,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,PATRICK HOCKING,,,TRUSTEE/ASANTE CFO,0,900591
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,SCOTT KELLY,,,TRUSTEE/HOSPITAL CEO,0,793937
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,SHERI BODAGER,,,FORMER APP VP/EXECUTIVE DIRECTOR,483628,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,LEE MILLIGAN,,,TRUSTEE,398808,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,HILLARY SEGER,,,TRUSTEE,383231,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,DOUG DIEHL,,,TRUSTEE,449368,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,ADRIANE SUE MD,,,TRUSTEE,371187,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,ERIC VANBEAN,,,TRUSTEE,166592,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,CHRIS MORGAN MD,,,TRUSTEE,468812,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,ROY VINYARD,,,TRUSTEE/ASANTE CEO,0,1311579
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,STEFEN HARVEY,,,APP CFO,246554,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,CHARLES CARMECI MD,,,MEDICAL DOCTOR,1583997,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,DAVID FOLSOM MD,,,MEDICAL DOCTOR,1604737,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,MATTHEW NUGENT MD,,,MEDICAL DOCTOR,1001231,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,SOMNATH GHOSH MD,,,MEDICAL DOCTOR,749806,0
201709,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,MEGAN FROST MD,,,MEDICAL DOCTOR,818811,0
201709,930453216,201841219349301874,ROGUE VALLEY MANOR,SARAH LYNCH,,,EXECUTIVE DIRECTOR,277886,0
201709,930453216,201841219349301874,ROGUE VALLEY MANOR,SUSAN BASILICATO,,,NURSE PRACTITIONER,165255,0
201709,930453216,201841219349301874,ROGUE VALLEY MANOR,CHRISTINA FORD,,,PHYSICIAN,172219,0
201709,930453216,201841219349301874,ROGUE VALLEY MANOR,FRED MILLAN,,,PHARMACIST,199974,0
201709,930453216,201841219349301874,ROGUE VALLEY MANOR,JON DARIN PRULHIERE,,,PHYSICIAN,358727,0
201709,930453216,201841219349301874,ROGUE VALLEY MANOR,JAMES VAN HORN,,,FACILITY SERVICES DIRECTOR,172991,0
201612,930958642,201713129349302946,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,ANTHONY C BAILEY,,,CFO,287901,
201612,930958642,201713129349302946,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,CHARLES TRACY,,,SYSTEM ENGINEER,180650,
201612,930958642,201713129349302946,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,DEBBY RAY,,,DIR. OF HUMAN RES.,185465,
201612,930958642,201713129349302946,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,EDWARD RATTERMAN,,,MGR OF OPERATIONS AND ENGINEERING,286344,
201612,930958642,201713129349302946,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,MICHAEL MITCHELL,,,GENERAL FOREMAN,184204,
201612,930958642,201713129349302946,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,SANDRA GHORMLEY,,,DIR. OF MEMBER SVC,199274,
201612,930958642,201713129349302946,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,VERNON MCCLUSKEY,,,DIST. SUPER.,177503,
201612,930958642,201713129349302946,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,WERNER G BUEHLER,,,EXITING CEO,785135,
201712,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,ANTHONY C BAILEY,,,CFO,276106,
201712,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,CHARLES TRACY,,,SYSTEM ENGINEER,169627,
201712,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,DEBBY RAY,,,DIR. OF HUMAN RES.,195982,
201712,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,EDWARD RATTERMAN,,,MGR OF OPERATIONS AND ENGINEERING,266053,
201712,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,KEVIN HEASTY,,,LINEMAN/SERVICEMAN,190904,
201712,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,LES M PENNING,,,CEO,400656,
201712,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,TOM HIGGINS,,,LINE FOREMAN,160012,
201712,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,VERNON MCCLUSKEY,,,DISTRICT SUPER.,174401,
201712,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,WERNER G BUEHLER,,,EXITING CEO,284796,
201708,200195556,201841919349301459,OCHIN INC,ABIGAIL SEARS,,,CHIEF EXECUTIVE OFFICER,359353,0
201708,200195556,201841919349301459,OCHIN INC,PAUL MATTHEWS,,,CTO,209520,0
201708,200195556,201841919349301459,OCHIN INC,SEAN WHITELEY-ROSS,,,CFO,292836,0
201708,200195556,201841919349301459,OCHIN INC,YEDDA TRAWICK,,,COO,220340,0
201708,200195556,201841919349301459,OCHIN INC,CLAYTON GILLETT,,,DIRECTOR-OHITEC,231043,0
201708,200195556,201841919349301459,OCHIN INC,JULIE HUEBNER,,,DIRECTOR-EPIC PROJECTS,159534,0
201708,200195556,201841919349301459,OCHIN INC,KEVIN GEOFFROY,,,CHIEF OF STAFF,182894,0
201708,200195556,201841919349301459,OCHIN INC,KIMBERLY KLUPENGER,,,VP BUSINESS DEVELOPMENT,237202,0
201708,200195556,201841919349301459,OCHIN INC,VANCE BAUER,,,DIRECTOR-PBRN OPERATIONS,163924,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,PATRICIA E SMITH,,,President/CEO/Treasurer,1062268,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Steven Stapp,,,President/CEO/Treasurer,150005,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Greg Spear,,,VP of Finance/CFO,397005,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Jason Werts,,,COO,396420,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,James Alexander,,,Chief Internal Auditor,245305,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Gayle Evans,,,Chief Human Resources Officer,289466,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Brian Devereux,,,VP of Lending,225517,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Laurie Kresl,,,VP of Planning & Business,212743,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Brian Alfano,,,VP of Member Services,208697,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Brian Irvine,,,VP of Information Technolo,166928,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Kevin Smith,,,Network Operations Manager,156703,0
201612,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,Kevin Moon,,,MRO,155122,0
201612,936024307,201713199349315916,RIVERMARK COMMUNITY CREDIT UNION,SCOTT BURGESS,,,CEO/PRESIDENT,544564,0
201612,936024307,201713199349315916,RIVERMARK COMMUNITY CREDIT UNION,Nick Hodson,,,CFO,222304,0
201612,936024307,201713199349315916,RIVERMARK COMMUNITY CREDIT UNION,ROBERT MILLS,,,CTO,236575,0
201612,936024307,201713199349315916,RIVERMARK COMMUNITY CREDIT UNION,Seth Schaefer,,,CXO,221850,0
201612,936024307,201713199349315916,RIVERMARK COMMUNITY CREDIT UNION,David Noble,,,Vice President of Marketing,212734,0
201612,936024307,201713199349315916,RIVERMARK COMMUNITY CREDIT UNION,Jacqueline Henderson,,,Vice President of Human Resources,199736,0
201612,911829317,201743129349302334,FAMILYCARE HEALTH PLANS INC,JEFFREY HEATHERINGTON,,,"PRESIDENT, CEO & BOARD MEMBER",0,654442
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,JEFFREY HEATHERINGTON,,,"PRESIDENT, CEO",0,520821
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,PAIGE JACKSON,,,VP,0,220841
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,WILLIAM MURRAY,,,COO,0,404717
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,KEVIN CLANCY,,,VP FINANCE,0,307915
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,OSCAR CLARK,,,VP COMMUNITY & HEALTH SERVICES,0,243226
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,CHRISTOPHER DIAZ,,,VP INFORMATION TECHNOLOGY,0,200940
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,CHERI PFANNES,,,VP CORPORATE COMPLIANCE,0,186827
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,BENNETT GARNER,,,DIRECTOR,0,331288
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,ANNA JIMENEZ,,,DIRECTOR,0,293159
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,ALEXANDER BULOCHNIK,,,MANAGER,0,215420
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,WILLIAM GUEST III,,,VP PROVIDER NETWORK,0,244348
201712,911829317,201823109349301427,FAMILYCARE HEALTH PLANS INC,RONALD LANGERGREN,,,DIRECTOR,0,186644
201706,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,STEVE BASS,,,PRESIDENT & CEO,433213,0
201706,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,JAN HESKISS,,,CFO & Asst Secretary-Treas,197803,0
201706,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,Morgan Holm,,,"SVP, Chief Content Officer",209522,0
201706,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,DEBBIE ROTICH,,,Chief Administration Offic,184934,0
201706,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,Duane Smith,,,"VP, Chief Technology Offic",187258,0
201706,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,Cheryl Ikemiya,,,"VP, Chief Development Officer",190539,0
201706,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,David Davis,,,"VP, TV PRODUCTION",164765,0
201706,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,LYNNE CLENDENIN Christensen,,,"VP, PROGRAMMING",160582,0
201706,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,REBECCA MORRIS HANNAFIN,,,GENERAL COUNSEL,159805,0
201712,930232310,201821139349300517,MULTNOMAH ATHLETIC CLUB,NORMAN RICH,,,GENERAL MANAGER,752162,0
201712,930232310,201821139349300517,MULTNOMAH ATHLETIC CLUB,TIM ARBOGAST,,,FORMER ASST GENERAL MANAGER/CFO,260472,0
