,RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD_x,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID,NAME,ICO,STREET,CITY,STATE,ZIP,SUBSECTION,INCOME_AMT,ASSET_AMT,REVENUE_AMT,TAX_PERIOD_y,NTEE_CD
6629,15245620,EFILE,261652936,201706,4/4/2018 5:42:20 PM,OREGON BUILT ENVIRONMENT AND SUSTAINABLE TECHNOLOGIES CENTER INC,990,93493064002398,201840649349300239,VERTUELAB,,412 SW 12TH AVENUE 2ND FLOOR,PORTLAND,OR,97205-2329,3,2009906.0,2037009.0,2009906.0,201806.0,U12
858,16464393,EFILE,880377911,201812,7/5/2019 6:03:42 PM,AIM HIGH ACADEMY OF MARTIAL ARTS,990,93493130017619,201911309349301761,AIM HIGH ACADEMY OF MARTIAL ARTS INC,% DANIEL J SIKKENS PRES,16205 NW BETHANY CT STE 100,BEAVERTON,OR,97006-4687,3,2009861.0,126700.0,1995519.0,201812.0,B99Z
2944,16075737,EFILE,464072112,201807,2/8/2019 11:52:35 AM,SPONDYLOARTHRITIS RESEARCH AND TREATMENT NETWORK,990,93493318095818,201813189349309581,SPONDYLOARTHRITIS RESEARCH AND TREATMENT NETWORK,% JOHN D REVEILLE,PO BOX 55491,PORTLAND,OR,97238-5491,3,2005831.0,2974584.0,2005831.0,201907.0,G51
6634,15288549,EFILE,930521848,201706,5/4/2018 5:48:18 PM,YOUNG AUDIENCES OF OREGON INC,990,93493106005318,201811069349300531,YOUNG AUDIENCES OF OREGON INC,% FIDEL DEVERA,1220 SW MORRISON ST STE 1000,PORTLAND,OR,97205-2229,3,2002881.0,751188.0,1890420.0,201806.0,A250
5601,16075196,EFILE,930847905,201712,2/8/2019 10:17:20 AM,HEALTH CARE FOR THE MID-COLUMBIA REGION,990,93493317034398,201843179349303439,HEALTH CARE FOR THE MID-COLUMBIA REGION,,PO BOX 1580,THE DALLES,OR,97058-8004,3,1994509.0,3287969.0,1776305.0,201812.0,E99Z
625,16592079,EFILE,931244973,201812,8/23/2019 7:39:52 AM,CORVALLIS CARING PLACE,990,93493158002179,201921589349300217,CORVALLIS CARING PLACE,% PRESIDENT,750 NW 23RD STREET,CORVALLIS,OR,97330-4481,3,1989966.0,4797841.0,1888841.0,201812.0,L22
4909,16146204,EFILE,820454166,201802,3/4/2019 11:55:43 PM,ELAND BG LIGHTFOOT FOUNDATION 94011610 CO US BANK NATIONAL ASSO,990PF,93491341000078,201823419349100007,E L AND B G LIGHTFOOT FOUNDATION,% WEST ONE BANK IDAHO N A,PO BOX 3168,PORTLAND,OR,97208-3168,3,1985406.0,26998030.0,,201902.0,
3148,16260447,EFILE,930700108,201806,5/2/2019 10:53:01 AM,LAKEWOOD THEATRE COMPANY,990,93493030010019,201910309349301001,LAKEWOOD THEATRE COMPANY,,368 S STATE,LAKE OSWEGO,OR,97034-3970,3,1982489.0,4730384.0,1847736.0,201806.0,A650
2266,16651637,EFILE,930386978,201812,9/13/2019 10:02:02 PM,YOUNG MENS CHRISTIAN ASSOCIATION OF KLAMATH COUNTY,990,93493193017039,201931939349301703,YOUNG MENS CHRISTIAN ASSOCIATION OF KLAMATH COUNTY,,1221 S ALAMEDA AVE,KLAMATH FALLS,OR,97603-3657,3,1981632.0,1347679.0,1981632.0,201812.0,
1977,16883915,EFILE,930848122,201812,11/23/2019 1:05:05 AM,GRANTS PASS FAMILY YMCA CO EXECUTIVE DIRECTOR,990,93493269014519,201912699349301451,GRANTS PASS FAMILY YMCA,,1000 REDWOOD AVE,GRANTS PASS,OR,97527-5586,3,1975430.0,2755160.0,1975430.0,201812.0,
5473,16067484,EFILE,931100080,201712,2/5/2019 10:26:05 PM,PACIFICSOURCE FOUNDATION FOR HEALTH IMPROVEMENT,990PF,93491316001008,201803169349100100,PACIFICSOURCE FOUNDATION FOR HEALTH IMPROVEMENT,,PO BOX 7068,SPRINGFIELD,OR,97475-0068,3,1973806.0,5347416.0,,201812.0,
935,16369337,EFILE,930477279,201812,6/3/2019 6:42:00 AM,OREGON ASSOCIATION OF NURSERIES,990O,93493133045279,201921339349304527,OREGON ASSOCIATION OF NURSERIES,% SHERRY MARKWOOD,29751 SW TOWN CENTER LOOP W,WILSONVILLE,OR,97070-9774,6,1970251.0,1691464.0,1970251.0,201812.0,
3119,16260783,EFILE,263161884,201806,5/2/2019 11:27:33 AM,COLLEGE DREAMS INC,990,93493070010179,201920709349301017,COLLEGE DREAMS INC,% C/O R P BUSCH,2158 NE INDUSTRY DR,GRANTS PASS,OR,97526-1670,3,1968234.0,1106352.0,1968234.0,201806.0,B82
2191,16900364,EFILE,522288711,201812,11/29/2019 9:50:37 AM,NATIONAL SPACE GRANT FOUNDATION,990,93493287003089,201932879349300308,NATIONAL SPACE GRANT FOUNDATION INC,%,1645 9TH AVE SE,ALBANY,OR,97322-4872,3,1967904.0,1871709.0,1354207.0,201812.0,U12
1773,16815423,EFILE,930306515,201812,11/4/2019 11:06:31 AM,INTERNATIONAL BROTHERHOOD OF TEAMSTERS 206 TCWH,990O,93493133039269,201911339349303926,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,,1860 NE 162ND AVE,PORTLAND,OR,97230-5642,5,1967120.0,1361698.0,1814043.0,201812.0,
4255,16308613,EFILE,421560891,201806,5/16/2019 7:09:44 PM,MOUNTAINSTAR FAMILY RELIEF NURSERY,990,93493045013519,201910459349301351,MOUNTAINSTAR FAMILY RELIEF NURSERY,,2125 NE DAGGETT LN,BEND,OR,97701-6560,3,1966810.0,953221.0,1857264.0,201806.0,P40
1606,16765744,EFILE,911794627,201812,10/21/2019 5:16:23 PM,WALLOWA RESOURCES INC,990,93493224017649,201942249349301764,WALLOWA RESOURCES,,401 NE 1ST ST STE A,ENTERPRISE,OR,97828-1186,3,1964401.0,2273659.0,1692841.0,201812.0,A99
5999,16022520,EFILE,930241680,201712,12/19/2018 7:59:14 AM,OREGON BANKERS ASSOCIATION,990O,93493316031618,201813169349303161,OREGON BANKERS ASSOCIATION,,PO BOX 13429,SALEM,OR,97309-1429,6,1962293.0,3859381.0,1962293.0,201812.0,
3864,16813386,EFILE,562459737,201806,11/4/2019 6:37:25 AM,ACHIEVEMENT REWARDS FOR COLLEGE SCIENTISTS FOUNDATION INC OREGON CHAPTER,990,93493130033739,201931309349303373,ACHIEVEMENT REWARDS FOR COLLEGE SCIENTISTS FOUNDATION INC OREGON,% SHARON C HEWITT,PO BOX 2063,PORTLAND,OR,97208-2063,3,1961935.0,3536530.0,1924861.0,201806.0,B82
3359,16014848,EFILE,936032883,201806,12/18/2018 6:45:48 AM,AMERICAN RHODODENDRON SOCIETY PORTLAND CHAPTER,990,93493313036268,201813139349303626,AMERICAN RHODODENDRON SOCIETY,% SLD FINANCIAL INC,PO BOX 86424,PORTLAND,OR,97286-0424,3,1956352.0,4767889.0,727617.0,201806.0,C420
1311,16484876,EFILE,202736000,201812,7/12/2019 8:07:12 PM,GATE YOUTH ASSOCIATION,990,93493134090869,201911349349309086,GATE YOUTH ASSOCIATION,% DONN WAHL,PO BOX 453,INDEPENDENCE,OR,97351-0453,3,1955801.0,3093700.0,1950127.0,201812.0,P30
4666,16279586,EFILE,930954555,201806,5/8/2019 9:59:20 PM,MONTESSORI SCHOOL OF BEAVERTON LTD,990,93493099006229,201920999349300622,MONTESSORI SCHOOL OF BEAVERTON LTD,,11065 NW CRYSTAL CREEK LN,PORTLAND,OR,97229-4295,3,1953258.0,4604404.0,1905162.0,201806.0,B200
316,16851687,EFILE,930505516,201901,11/15/2019 9:29:37 AM,EUGENE SWIM AND TENNIS CLUB,990O,93493275002199,201942759349300219,EUGENE SWIM & TENNIS CLUB,,2766 CRESCENT AVE,EUGENE,OR,97408-4742,7,1950727.0,2557110.0,1853586.0,201901.0,
3043,16141692,EFILE,931296441,201806,3/4/2019 11:09:32 AM,RIDGELINE MONTESSORI PUBLIC,990,93493330007338,201833309349300733,RIDGELINE MONTESSORI PUBLIC CHARTER SCHOOL,,4500 W AMAZON DR,EUGENE,OR,97405-4652,3,1948237.0,2893930.0,1947665.0,201906.0,B24
1702,16833226,EFILE,930358258,201812,11/8/2019 11:39:27 AM,SURPLUS LINE ASSOCIATION OF OREGON,990O,93493089003209,201900899349300320,SURPLUS LINE ASSOCIATION OF OREGON,,7360 SW HUNZIKER RD STE 105,PORTLAND,OR,97223-2305,6,1946414.0,4195304.0,1042096.0,201812.0,
1904,16679029,EFILE,274764989,201812,9/23/2019 8:35:48 PM,FORTH,990O,93493177010169,201911779349301016,FORTH,% JEFF ALLEN,2035 NW FRONT AVE STE 204,PORTLAND,OR,97209-2178,6,1936684.0,647025.0,1936684.0,201812.0,S40
623,16560965,EFILE,930257930,201812,8/12/2019 5:03:00 AM,PORTLAND YACHT CLUB,990O,93493134086919,201911349349308691,PORTLAND YACHT CLUB,,1241 NE MARINE DR,PORTLAND,OR,97211-1109,7,1930413.0,5641780.0,1674186.0,201812.0,
1729,16790419,EFILE,931180331,201812,10/28/2019 10:46:14 PM,KINSHIP HOUSE,990,93493233008009,201902339349300800,KINSHIP HOUSE,,1823 NE 8TH AVE,PORTLAND,OR,97212-3907,3,1927250.0,1043435.0,1914782.0,201812.0,F32
1938,16559502,EFILE,930838318,201812,8/9/2019 6:41:16 PM,CATHOLIC BROADCASTING NORTHWEST INC DBA MATER DEI RADIO,990,93493165009799,201941659349300979,CATHOLIC BROADCASTING NORTHWEST INC,,6249 SW CANYON CT,PORTLAND,OR,97221-1442,3,1923989.0,3996598.0,1617495.0,201812.0,X800
4236,16357124,EFILE,943395473,201806,5/30/2019 7:19:29 AM,CARITAS COMMUNITY HOUSING CORP,990,93493134097509,201901349349309750,CARITAS COMMUNITY HOUSING CORPORATION,% MN SERVICES CORPORATION OREGON RA,2740 SE POWELL BLVD STE 5,PORTLAND,OR,97202-2069,3,1923676.0,11341553.0,1923676.0,201806.0,L21
6137,16011011,EFILE,930391641,201712,12/17/2018 2:39:03 PM,TURNER RETIREMENT HOMES INC,990,93493319164778,201823199349316477,TURNER RETIREMENT HOMES INC,,PO BOX 58,TURNER,OR,97392-0058,3,1922407.0,6482261.0,1922407.0,201812.0,
4351,16230131,EFILE,931311037,201806,4/19/2019 7:04:17 PM,LIGHTHOUSE SCHOOL,990,93493039011769,201910399349301176,THE LIGHTHOUSE SCHOOL,,62858 HIGHWAY 101,COOS BAY,OR,97420-3895,3,1921128.0,1637960.0,1921128.0,201806.0,B29
6297,15979077,EFILE,462750726,201712,12/6/2018 5:49:25 PM,ELDERHEART INC,990,93493283012518,201812839349301251,ELDERHEART INC,% MAGNUS JOHNSON,17040 PILKINGTON RD STE 200,LAKE OSWEGO,OR,97035-5587,3,1917043.0,756658.0,1633179.0,201812.0,A40
4045,16595762,EFILE,203435655,201806,8/23/2019 8:43:09 PM,COBURG COMMUNITY CHARTER SCHOOL,990,93493134035379,201921349349303537,COBURG COMMUNITY CHARTER SCHOOL,,91274 N COBURG RD,COBURG,OR,97408-9450,3,1916557.0,1879682.0,1902403.0,201906.0,B11
6575,15739834,EFILE,931015598,201706,9/28/2018 8:12:40 AM,HABITAT FOR HUMANITY SPRINGFIELD EUGENE,990,93493135053508,201801359349305350,HABITAT FOR HUMANITY INTERNATIONAL INC,% DON GRIFFIN,1210 OAK PATCH RD,EUGENE,OR,97402-3252,3,1915835.0,2831370.0,1901224.0,201806.0,
4264,16354441,EFILE,460878707,201806,5/29/2019 6:08:27 PM,PORTLAND MONTESSORI SCHOOL,990,93493136011789,201931369349301178,PORTLAND MONTESSORI SCHOOL,% ALEXIS MARTIN,205 NE 50TH AVE,PORTLAND,OR,97213-2909,3,1911741.0,227824.0,1887059.0,201806.0,B20
4395,16507147,EFILE,20761530,201806,7/19/2019 11:48:41 AM,REGIONAL DISTRICT COUNCIL VACATION TRUST FUND,990O,93493131005079,201921319349300507,REGIONAL DISTRICT COUNCIL VACATION TRUST FUND,% WILLIAM C EARHART CO INC,3140 NE BROADWAY ST,PORTLAND,OR,97232-1813,9,1911337.0,1447000.0,1911337.0,201806.0,Y43
2315,16647406,EFILE,930115033,201812,9/13/2019 9:15:03 AM,INTERNATIONAL ASSOCIATION OF HEAT 36 AWIA,990O,93493184013039,201931849349301303,INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS,% WALTER CAUDLE,11145 NE SANDY BLVD,PORTLAND,OR,97220-2555,5,1909428.0,3172877.0,1908538.0,201812.0,
3267,16064305,EFILE,930854417,201806,2/5/2019 11:06:01 AM,FIRST IMAGE,990,93493319160958,201803199349316095,FIRST IMAGE,,7931 NE HALSEY ST,PORTLAND,OR,97213-6755,3,1907671.0,365226.0,1815588.0,201906.0,E400
4709,16296684,EFILE,465555439,201806,5/14/2019 6:02:12 AM,COMMUNITY ED INC CRATER LAKE CHARTER ACADEMY,990,93493066000009,201900669349300000,COMMUNITY ED INC,% JONATHAN BILDEN,PO BOX 947,EAGLE POINT,OR,97524-0947,3,1907379.0,2097030.0,1862902.0,201806.0,B29
2409,16794520,EFILE,203912349,201812,10/29/2019 9:35:43 PM,JAY AND DIANE ZIDELL CHARITABLE FOUNDATION,990PF,93491232008689,201932329349100868,JAY AND DIANE ZIDELL CHARITABLEFOUNDATION,% JAY ZIDELL,2020 SW 4TH AVE STE 600,PORTLAND,OR,97201-4960,3,1903729.0,19467826.0,,201812.0,T22
4111,16594305,EFILE,930633804,201806,8/23/2019 1:17:59 PM,COMMUNITY WORKS INC,990,93493135104709,201901359349310470,COMMUNITY WORKS INC,,2594 E BARNETT ROAD,MEDFORD,OR,97504-4330,3,1901949.0,1603844.0,1901949.0,201806.0,F320
3196,16241926,EFILE,931222072,201806,4/25/2019 11:16:11 AM,VERITAS SCHOOL,990,93493067014169,201910679349301416,VERITAS SCHOOL,,26288 NE BELL RD,NEWBERG,OR,97132-6867,3,1899678.0,3182973.0,1855478.0,201906.0,B20Z
2440,16795754,EFILE,930144236,201812,10/30/2019 5:16:16 AM,OREGON AND SOUTHERN IDAHO DISTRICT COUNCIL OF LABORERS - LIUNA,990O,93493261004369,201912619349300436,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,% JEFFREY D GRITZ,17230 NE SACRAMENTO ST NO 201,PORTLAND,OR,97230-5940,5,1895431.0,3156766.0,1861261.0,201812.0,
4665,16262240,EFILE,931146901,201806,5/2/2019 3:04:35 PM,FRIENDS OF THE CHILD ADVOCACY CENTER INC,990,93493010018219,201910109349301821,FRIENDS OF THE CHILD ADVOCACY CENTER INC,,2675 MARTIN LUTHER KING JR BLVD,EUGENE,OR,97401-5899,3,1889262.0,1460313.0,1846034.0,201806.0,S20
3900,16306515,EFILE,521043668,201806,5/16/2019 10:05:14 AM,BOYS AND GIRLS CLUBS OF THE GREATER SANTIAM,990,93493102013109,201901029349301310,BOYS AND GIRLS CLUB OF THE GREATER SANTIAM,,305 S 5TH ST,LEBANON,OR,97355-2700,3,1888144.0,1100752.0,1786132.0,201806.0,O23Z
3718,16078753,EFILE,930847710,201806,2/9/2019 2:14:37 AM,PIONEER COURTHOUSE SQUARE OF PORTLAND INC,990,93493317079438,201833179349307943,PIONEER COURTHOUSE SQUARE OF PORTLAND INC,,715 SW MORRISON ST STE 702,PORTLAND,OR,97205-3103,3,1874956.0,1985162.0,1826720.0,201906.0,A82Z
6265,15982636,EFILE,453726266,201712,12/7/2018 8:43:16 AM,CRAWMERS CRITTERZ INC,990,93493310021498,201843109349302149,INSPIRE EARLY LEARNING CENTERS,,2891 NE CONNERS AVE,BEND,OR,97701-8736,3,1869861.0,107998.0,1869861.0,201812.0,B21
856,16622940,EFILE,936021333,201812,9/5/2019 9:51:08 PM,AUTZEN FOUNDATION,990PF,93491170001099,201941709349100109,AUTZEN FOUNDATION,,PO BOX 3709,PORTLAND,OR,97208-3709,3,1869191.0,8235080.0,,201812.0,
5365,16142531,EFILE,931117662,201712,3/4/2019 2:13:56 PM,PORTLAND POLICE ASSOCIATION,990O,93493319205288,201833199349320528,PORTLAND POLICE ASSOCIATION,,1868 N LOMBARD ST,PORTLAND,OR,97217-5662,5,1865066.0,4196471.0,1865066.0,201812.0,
2336,16724838,EFILE,931250115,201812,10/7/2019 4:49:16 PM,DRESS FOR SUCCESS OF OREGON INC,990,93493179003469,201911799349300346,DRESS FOR SUCCESS OF OREGON INC,,1532 NE 37TH AVENUE SUITE B,PORTLAND,OR,97232-1844,3,1854628.0,858468.0,1694243.0,201812.0,P20
2781,16216967,EFILE,930957815,201809,4/12/2019 2:27:22 PM,NORTH COAST LAND CONSERVANCY INC,990,93493045005009,201900459349300500,NORTH COAST LAND CONSERVANCY INC,,PO BOX 67,SEASIDE,OR,97138-0067,3,1843320.0,20145248.0,1607708.0,201809.0,C340
1610,16811928,EFILE,946077619,201812,11/1/2019 9:35:42 PM,CHARIS FUND,990PF,93491179002109,201901799349100210,CHARIS FUND,,PO BOX 82270,PORTLAND,OR,97282-0270,3,1838507.0,3076754.0,,201812.0,
6537,15102997,EFILE,931306626,201706,1/9/2018 4:03:07 PM,YOUTH MOVE OREGON,990,93493314006007,201703149349300600,YOUTH ERA,,PO BOX 583,EUGENE,OR,97440-0583,3,1836211.0,486045.0,1825686.0,201706.0,O51
1586,16835121,EFILE,931309129,201812,11/8/2019 7:04:24 PM,PORTLAND POLICE ASSOCIATION,990O,93493254001139,201932549349300113,PORTLAND POLICE ASSOCIATION RETIREE HEALTH PLAN AND TRUST,% ROBERT KING,PO BOX 4148,PORTLAND,OR,97208-4148,9,1829609.0,20550744.0,1829609.0,201812.0,Y43
6533,15249040,EFILE,270734969,201706,4/6/2018 7:42:10 AM,MASLOW PROJECT,990,93493085008358,201800859349300835,MASLOW PROJECT,% MARY FERRELL,PO BOX 999,MEDFORD,OR,97501-0071,3,1829447.0,1720721.0,1812365.0,201806.0,O50
2276,16739912,EFILE,930517948,201812,10/11/2019 8:08:17 AM,MICHELBOOK ESTATES INC,990O,93493227028259,201902279349302825,MICHELBOOK ESTATES INC,,1301 NW MICHELBOOK LN,MCMINNVILLE,OR,97128-2822,7,1827069.0,2359432.0,1827069.0,201812.0,N50
4790,16286892,EFILE,710879090,201805,5/10/2019 11:15:24 AM,NATIONAL CRIME VICTIM LAW INSTITUTE,990,93493088006259,201900889349300625,NATIONAL CRIME VICTIM LAW INSTITUTE,% NW SCHOOL OF LAW OF LEWIS & CLARK,1130 SW MORRISON ST STE 200,PORTLAND,OR,97205-2241,3,1823708.0,640635.0,1782482.0,201905.0,I19
4163,16307155,EFILE,930797194,201806,5/16/2019 11:47:10 AM,SAVING GRACE,990,93493072005439,201930729349300543,SAVING GRACE IMAGINE LIFE WITHOUT VIOLENCE,,1004 NW MILWAUKEE AVE STE 100,BEND,OR,97703-2244,3,1823702.0,1580135.0,1785335.0,201806.0,P010
4580,16334764,EFILE,911819749,201806,5/23/2019 5:20:36 AM,COLUMBIA PACIFIC FOOD BANK,990,93493112008329,201921129349300832,COLUMBIA PACIFIC FOOD BANK,% TRACIE SMITH,PO BOX 1031,SAINT HELENS,OR,97051-8031,3,1822721.0,712653.0,1822721.0,201806.0,K31
4875,15739943,EFILE,930338826,201803,9/28/2018 8:29:51 AM,OPERATIVE PLASTERERS AND CEMENT MASONS LOCAL NO 555,990O,93493220011098,201842209349301109,OPERATIVE PLASTERERS & CEMENT MASONS INTERNATIONAL ASSOCIATION,,12812 NE MARX ST,PORTLAND,OR,97230-1067,5,1821119.0,2038302.0,1283483.0,201903.0,
2005,16879017,EFILE,936027731,201812,11/22/2019 6:30:12 AM,OREGON STATE SHERIFFS ASSOCIATION,990,93493295016079,201922959349301607,OREGON STATE SHERIFFS ASSOCIATION,,PO BOX 7468,SALEM,OR,97303-0098,3,1817823.0,5198678.0,1797817.0,201812.0,I60Z
4575,16294194,EFILE,141872327,201806,5/13/2019 7:20:41 PM,FAMILY TREE RELIEF NURSERY,990,93493047004169,201910479349300416,FAMILY TREE RELIEF NURSERY,% STEPHEN SOOT,PO BOX 844,ALBANY,OR,97321-0305,3,1815754.0,679044.0,1804632.0,201806.0,I72
6587,15803301,EFILE,930976110,201706,10/17/2018 2:24:35 PM,BRIGHTSIDE ANIMAL CENTER,990,93493135135718,201811359349313571,BRIGHTSIDE ANIMAL CENTER,,PO BOX 1404,REDMOND,OR,97756-0400,3,1815607.0,1265170.0,1806175.0,201812.0,D200
6013,15868849,EFILE,930588108,201712,11/5/2018 5:42:01 AM,BOYS AND GIRLS CLUB OF THE ROGUE VALLEY,990,93493261007478,201822619349300747,BOYS & GIRLS CLUBS OF THE ROGUE VALLEY,,203 SE 9TH ST,GRANTS PASS,OR,97526-3022,3,1814362.0,2430939.0,1814362.0,201812.0,O23
3009,16264880,EFILE,931131186,201807,5/3/2019 7:24:02 AM,ASHBROOK INDEPENDENT SCHOOL,990,93493053004349,201940539349300434,ASHBROOK INDEPENDENT SCHOOL,% DAVID W GORE,4045 SW RESEARCH WAY,CORVALLIS,OR,97333-1065,3,1812777.0,9322336.0,1804426.0,201807.0,B20Z
2258,16741503,EFILE,208877231,201812,10/11/2019 12:22:46 PM,OREGON TRANSLATIONAL RESEARCH AND DEVELOPMENT INSTITUTE,990,93493221009039,201932219349300903,OREGON TRANSLATIONAL RESEARCH ANDDRUG DEVELOPMENT INSTITUTE,% JENNIFER FOX,4640 SW MACADAM AVE STE 250,PORTLAND,OR,97239-6485,3,1804620.0,3655411.0,1804620.0,201812.0,B19
2964,16069679,EFILE,931294144,201807,2/6/2019 8:22:36 PM,AREA 1 ELECTRICAL EDUCATION TRUST MAUREEN L PARKIN,990,93493317078208,201803179349307820,AREA 1 ELECTRICAL EDUCATION TRUST,% IRENE WEBBER,6915 NE 42ND AVE,PORTLAND,OR,97218-1105,3,1803450.0,3543425.0,1803450.0,201807.0,B30
4596,16933366,EFILE,936012576,201806,12/6/2019 9:34:25 PM,DESCHUTES UNITED WAY,990,93493135037779,201921359349303777,DESCHUTES UNITED WAY,,PO BOX 5969,BEND,OR,97708-5969,3,1801602.0,963229.0,1732567.0,201806.0,T70Z
2334,16718643,EFILE,930179776,201812,10/4/2019 10:06:25 AM,INTL BROTHERHOOD OF TEAMSTERS LOCAL 223,990O,93493219005339,201932199349300533,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,,1230 NE 106TH AVE,PORTLAND,OR,97220-3933,5,1799348.0,481838.0,1799348.0,201812.0,
6554,15095012,EFILE,931307461,201706,1/8/2018 12:47:25 PM,MULTI-SENSORY INSTRUCTION TEACHING CHILDREN HANDS-ON CHARTER SCHOOL TIGARD,990,93493346006367,201713469349300636,MITCH CHARTER SCHOOL,,19550 SW 90TH CT,TUALATIN,OR,97062-7505,3,1797378.0,1765141.0,1797378.0,201806.0,B29
5409,16078395,EFILE,311802788,201712,2/9/2019 12:22:17 AM,ANIMALS ASIA FOUNDATION,990,93493317075238,201833179349307523,ANIMALS ASIA FOUNDATION LIMITED,% ANDI MOWRER,2120 SE 50TH AVE,PORTLAND,OR,97215-3825,3,1793408.0,663861.0,1791618.0,201812.0,D30
5749,15737686,EFILE,931003193,201712,9/27/2018 8:58:39 PM,TECHNOLOGY ASSOCIATION OF OREGON,990O,93493186009538,201831869349300953,TECHNOLOGY ASSOCIATION OF OREGON,,123 NE 3RD AVE STE 210,PORTLAND,OR,97232-2992,6,1792096.0,1196967.0,1792096.0,201812.0,
5248,16123230,EFILE,30461030,201712,2/23/2019 9:38:16 AM,HARRINGTON FAMILY FOUNDATION,990PF,93491314000078,201823149349100007,HARRINGTON FAMILY FOUNDATION,% GREGORY L POWELL,1816 NW OVERTON ST,PORTLAND,OR,97209-1617,3,1779997.0,1882145.0,,201812.0,B82
1733,16750738,EFILE,931252146,201812,10/16/2019 6:49:03 PM,SOFTWOOD EXPORT COUNCIL,990O,93493204008239,201932049349300823,SOFTWOOD EXPORT COUNCIL,% CRAIG LARSEN,720 NE FLANDERS ST STE 207,PORTLAND,OR,97232-2763,6,1778906.0,355583.0,1778906.0,201812.0,
6531,15236334,EFILE,202738271,201706,3/28/2018 11:08:41 AM,SOUTHWEST CHARTER SCHOOL,990,93493054006198,201840549349300619,COTTONWOOD SCHOOL OF CIVICS AND SCIENCE,% ANNA WANTZ,PO BOX 19816,PORTLAND,OR,97280-0816,3,1775941.0,1423175.0,1762186.0,201806.0,B29
3477,16004206,EFILE,912141962,201806,12/14/2018 12:58:07 PM,GREAT NORTHWEST ATHLETIC CONFERENCE,990,93493310024338,201833109349302433,GREAT NORTHWEST ATHLETIC CONFERENCE,,8800 SE SUNNYSIDE RD STE 102,CLACKAMAS,OR,97015-5703,3,1773801.0,215237.0,1752186.0,201806.0,N40
6639,15194695,EFILE,263630613,201706,3/1/2018 9:51:04 AM,SILVIES RIVER CHARTER SCHOOL,990,93493032001228,201820329349300122,SILVIES RIVER CHARTER SCHOOL,% HARNEY COUNTY SD,39235 HIGHWAY 205,FRENCHGLEN,OR,97736-9704,3,1769697.0,1901233.0,1769697.0,201806.0,B19
6258,15982954,EFILE,870745111,201712,12/7/2018 10:35:42 AM,CRICKET DEBT COUNSELING INC,990,93493309019158,201803099349301915,CRICKET DEBT COUNSELING,% BRIAN J SUNDERLAND,219 SW STARK STREET,PORTLAND,OR,97204-2648,3,1762200.0,4164060.0,1673557.0,201812.0,P51
366,16482344,EFILE,611776451,201812,7/12/2019 11:06:21 AM,BLUM FAMILY FOUNDATION,990PF,93491133020759,201901339349102075,BLUM FAMILY FOUNDATION,,2168 DUNCAN DR,MEDFORD,OR,97504-8670,3,1756242.0,3958336.0,,201812.0,T12
5042,16610409,EFILE,911776964,201712,8/30/2019 9:12:55 AM,OREGON FOREST INDUSTRIES COUNCIL,990O,93493140000409,201901409349300040,OREGON FOREST INDUSTRIES COUNCIL,,PO BOX 12826,SALEM,OR,97309-0826,6,1754536.0,908415.0,1754536.0,201712.0,
3110,16213916,EFILE,931329419,201806,4/11/2019 5:16:03 PM,FULL ACCESS,990,93493077008489,201930779349300848,FULL ACCESS,% PAMELA S RING,1240 CHARNELTON ST,EUGENE,OR,97401-3430,3,1751912.0,1415262.0,1749531.0,201806.0,P82
4871,16207269,EFILE,930556378,201803,4/4/2019 6:26:33 PM,AMERICAN CIVIL LIBERTIES UNION OF OREGON INC,990O,93493044004379,201920449349300437,AMERICAN CIVIL LIBERTIES UNION,,506 SW 6TH AVE STE 700,PORTLAND,OR,97204-1527,4,1748619.0,2928558.0,1748619.0,201803.0,
5513,16076492,EFILE,811338641,201712,2/8/2019 4:21:13 PM,EVOLVE WORK FORCE AND MULTIFAMILY HOUSING SERVICES,990,93493317071948,201843179349307194,EVOLVE WORKFORCE & MULTIFAMILY HOUSING SERVICES,% ROBERTO JIMENEZ,1274 5TH ST SUITE 1-A,WOODBURN,OR,97071-4100,3,1747108.0,444381.0,1747108.0,201812.0,L80
6205,16018807,EFILE,930386820,201712,12/18/2018 5:06:36 PM,CRATER LAKE COUNCIL INC BOY SCOUTS OF AMERICA,990,93493316049308,201803169349304930,BOY SCOUTS OF AMERICA,,3039 HANLEY RD,CENTRAL POINT,OR,97502-1474,3,1746168.0,2546442.0,1408812.0,201812.0,O410
4310,16407986,EFILE,930691187,201806,6/13/2019 12:01:45 PM,MCKENZIE RIVER GATHERING FOUNDATION,990,93493113017179,201921139349301717,MCKENZIE RIVER GATHERING FOUNDATION,,1235 SE MORRISON ST STE A,PORTLAND,OR,97214-2462,3,1746086.0,5829389.0,1499062.0,201806.0,T22Z
